2023,5,9,28.8,1
2023,5,10,29,1
2023,5,11,27.5,1
2023,5,12,29.7,1
2023,5,13,30.7,1
2023,5,14,31.1,0
2023,5,15,31.3,0
2023,5,16,31.2,0
2023,5,17,31.3,0
2023,5,18,31.8,0
2023,5,19,31.9,0
2023,5,20,30.7,0
2023,5,21,29.3,0
2023,5,22,29.2,0
2023,5,23,28.2,0
2023,5,24,26.9,0
2023,5,25,25.3,0
2023,5,26,23.3,0
2023,5,27,21.8,0
2023,5,28,22.4,0
2023,5,29,24,0
2023,5,30,26.1,0
2023,5,31,27.4,0
2023,6,1,27.1,0
2023,6,2,25.4,0
2023,6,3,24.7,0
2023,6,4,25,0
2023,6,5,24.2,0
2023,6,6,23.8,0
2023,6,7,25.2,0
2023,6,8,26.8,0
2023,6,9,28,0
2023,6,10,28.5,0
2023,6,11,29.1,0
2023,6,12,30.1,0
2023,6,13,30.8,0
2023,6,14,30.6,0
2023,6,15,31.2,0
2023,6,16,31.5,0
2023,6,17,30.6,0
2023,6,18,29.9,0
2023,6,19,29.2,0
2023,6,20,29,0
2023,6,21,29.2,0
2023,6,22,29.7,0
2023,6,23,29.9,0
2023,6,24,30.8,0
2023,6,25,31.1,0
2023,6,26,30.9,0
2023,6,27,31.1,0
2023,6,28,31.2,0
2023,6,29,30.2,0
2023,6,30,28.4,0
2023,7,1,27.7,0
2023,7,2,27.8,0
2023,7,3,28.4,0
2023,7,4,28.6,0
2023,7,5,28.1,0
2023,7,6,28.9,0
2023,7,7,30.3,0
2023,7,8,30.8,0
2023,7,9,31.4,0
2023,7,10,31.8,0
2023,7,11,31.4,0
2023,7,12,30.4,0
2023,7,13,29.1,0
2023,7,14,27.9,0
2023,7,15,26.5,0
2023,7,16,27.3,0
2023,7,17,28.4,0
2023,7,18,29,0
2023,7,19,30,0
2023,7,20,30.4,0
2023,7,21,30.9,0
2023,7,22,31.2,0
2023,7,23,31.4,0
2023,7,24,30.9,0
2023,7,25,30.6,0
2023,7,26,29.9,0
2023,7,27,28.8,0
2023,7,28,30.1,0
2023,7,29,32.7,0
2023,7,30,35.3,0
2023,7,31,35.4,0
2023,8,1,33.8,0
2023,8,2,32.6,0
2023,8,3,29.4,0
2023,8,4,28.4,0
2023,8,5,28.9,0
2023,8,6,28.3,0
2023,8,7,29.4,0
2023,8,8,30.6,0
2023,8,9,31.8,0
2023,8,10,32.6,0
2023,8,11,32.8,0
2023,8,12,33.1,0
2023,8,13,32.6,0
2023,8,14,32.2,0
2023,8,15,32.7,0
2023,8,16,32.8,0
2023,8,17,31.3,0
2023,8,18,31.7,0
2023,8,19,32.3,0
2023,8,20,32.2,0
2023,8,21,31.5,0
2023,8,22,31,0
2023,8,23,28.9,0
2023,8,24,25.7,0
2023,8,25,24.2,0
2023,8,26,25.6,0
2023,8,27,27.6,0
2023,8,28,28.5,0
2023,8,29,28.9,0
2023,8,30,29.7,0
2023,8,31,30.4,0
2023,9,1,29.9,0
2023,9,2,28,0
2023,9,3,26.5,0
2023,9,4,26.5,0
2023,9,5,27.3,0
2023,9,6,28.6,0
2023,9,7,30.1,0
2023,9,8,30.9,0
2023,9,9,30.8,0
2023,9,10,30.5,0
2023,9,11,31,0
2023,9,12,31.9,0
2023,9,13,30.8,0
2023,9,14,30.4,0
2023,9,15,30.6,0
2023,9,16,30.2,0
2023,9,17,31,0
2023,9,18,33.3,0
2023,9,19,33.3,0
2023,9,20,33.4,0
2023,9,21,33.9,0
2023,9,22,32,0
2023,9,23,31,0
2023,9,24,32.7,0
2023,9,25,33,0
2023,9,26,32.7,0
2023,9,27,31,0
2023,9,28,29,0
2023,9,29,27.7,0
2023,9,30,28,0
2023,10,1,27.6,0
2023,10,2,26.8,0
2023,10,3,26.3,0
2023,10,4,26.4,0
2023,10,5,27.1,0
2023,10,6,28,0
2023,10,7,28.5,0
2023,10,8,27.8,0
2023,10,9,26.5,0
2023,10,10,26,0
2023,10,11,27.1,0
2023,10,12,28.3,0
2023,10,13,28.5,0
2023,10,14,27.2,0
2023,10,15,26.5,0
2023,10,16,25.7,0
2023,10,17,25.3,0
2023,10,18,26.8,0
2023,10,19,27.9,0
2023,10,20,29.4,0
2023,10,21,30.3,0
2023,10,22,30.3,0
2023,10,23,30.1,0
2023,10,24,29.3,0
2023,10,25,28.4,0
2023,10,26,28.2,0
